Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths
10/29/2022,Alexandria,42245,806,210
10/29/2022,Arlington,62002,1230,344
10/29/2022,Fairfax,245989,5057,1681
10/29/2022,Loudoun,90002,1785,421
10/29/2022,Prince William,133812,4121,897
10/28/2022,Alexandria,42217,805,210
10/28/2022,Arlington,61964,1227,344
10/28/2022,Fairfax,245828,5053,1678
10/28/2022,Loudoun,89956,1785,421
10/28/2022,Prince William,133748,4121,897
10/27/2022,Alexandria,42182,805,210
10/27/2022,Arlington,61912,1227,344
10/27/2022,Fairfax,245595,5044,1676
10/27/2022,Loudoun,89905,1785,421
10/27/2022,Prince William,133663,4120,896
10/26/2022,Alexandria,42169,805,210
10/26/2022,Arlington,61864,1224,344
10/26/2022,Fairfax,245430,5040,1674
10/26/2022,Loudoun,89859,1785,420
10/26/2022,Prince William,133598,4120,895
10/25/2022,Alexandria,42143,805,210
10/25/2022,Arlington,61822,1224,343
10/25/2022,Fairfax,245271,5040,1672
10/25/2022,Loudoun,89819,1785,420
10/25/2022,Prince William,133546,4120,895
10/24/2022,Alexandria,42133,805,210
10/24/2022,Arlington,61793,1222,343
10/24/2022,Fairfax,245118,5037,1670
10/24/2022,Loudoun,89771,1785,420
10/24/2022,Prince William,133506,4119,893
10/23/2022,Alexandria,42107,805,210
10/23/2022,Arlington,61763,1222,343
10/23/2022,Fairfax,245010,5037,1670
10/23/2022,Loudoun,89753,1785,420
10/23/2022,Prince William,133458,4118,893
10/22/2022,Alexandria,42096,805,210
10/22/2022,Arlington,61725,1222,343
10/22/2022,Fairfax,244891,5037,1670
10/22/2022,Loudoun,89725,1785,420
10/22/2022,Prince William,133421,4117,893
10/21/2022,Alexandria,42087,805,210
10/21/2022,Arlington,61693,1221,342
10/21/2022,Fairfax,244760,5028,1668
10/21/2022,Loudoun,89681,1785,420
10/21/2022,Prince William,133379,4117,893
10/20/2022,Alexandria,42074,804,210
10/20/2022,Arlington,61662,1220,342
10/20/2022,Fairfax,244606,5025,1665
10/20/2022,Loudoun,89650,1785,420
10/20/2022,Prince William,133329,4116,893
10/19/2022,Alexandria,42066,804,209
10/19/2022,Arlington,61619,1220,341
10/19/2022,Fairfax,244422,5022,1664
10/19/2022,Loudoun,89592,1785,420
10/19/2022,Prince William,133261,4116,892
10/18/2022,Alexandria,42067,804,209
10/18/2022,Arlington,61593,1220,341
10/18/2022,Fairfax,244232,5017,1662
10/18/2022,Loudoun,89534,1785,420
10/18/2022,Prince William,133220,4116,891
10/17/2022,Alexandria,42058,804,209
10/17/2022,Arlington,61563,1220,341
10/17/2022,Fairfax,244081,5017,1659
10/17/2022,Loudoun,89491,1785,420
10/17/2022,Prince William,133195,4116,892
10/16/2022,Alexandria,42022,803,209
10/16/2022,Arlington,61543,1218,341
10/16/2022,Fairfax,243965,5017,1659
10/16/2022,Loudoun,89462,1785,420
10/16/2022,Prince William,133162,4116,892
10/15/2022,Alexandria,42000,803,209
10/15/2022,Arlington,61516,1218,341
10/15/2022,Fairfax,243859,5016,1659
10/15/2022,Loudoun,89425,1784,420
10/15/2022,Prince William,133127,4116,892
10/14/2022,Alexandria,41977,803,209
10/14/2022,Arlington,61463,1217,341
10/14/2022,Fairfax,243655,5013,1660
10/14/2022,Loudoun,89355,1782,418
10/14/2022,Prince William,133093,4116,892
10/13/2022,Alexandria,41961,803,208
10/13/2022,Arlington,61430,1217,341
10/13/2022,Fairfax,243476,5012,1660
10/13/2022,Loudoun,89310,1780,418
10/13/2022,Prince William,133035,4115,892
10/12/2022,Alexandria,41954,803,208
10/12/2022,Arlington,61390,1217,341
10/12/2022,Fairfax,243306,5012,1660
10/12/2022,Loudoun,89261,1778,418
10/12/2022,Prince William,133002,4115,892
10/11/2022,Alexandria,41930,803,208
10/11/2022,Arlington,61349,1217,341
10/11/2022,Fairfax,243073,5010,1659
10/11/2022,Loudoun,89203,1776,419
10/11/2022,Prince William,132932,4113,891
10/10/2022,Alexandria,41926,803,207
10/10/2022,Arlington,61321,1215,341
10/10/2022,Fairfax,242956,5002,1658
10/10/2022,Loudoun,89171,1775,418
10/10/2022,Prince William,132918,4113,891
10/09/2022,Alexandria,41912,803,207
10/09/2022,Arlington,61293,1215,341
10/09/2022,Fairfax,242851,5002,1658
10/09/2022,Loudoun,89129,1775,418
10/09/2022,Prince William,132887,4113,891
10/08/2022,Alexandria,41893,803,207
10/08/2022,Arlington,61264,1215,341
10/08/2022,Fairfax,242750,5001,1658
10/08/2022,Loudoun,89094,1774,418
10/08/2022,Prince William,132852,4113,891
10/07/2022,Alexandria,41877,803,207
10/07/2022,Arlington,61239,1215,341
10/07/2022,Fairfax,242591,4989,1655
10/07/2022,Loudoun,89052,1772,418
10/07/2022,Prince William,132821,4113,891
10/06/2022,Alexandria,41858,803,207
10/06/2022,Arlington,61217,1215,341
10/06/2022,Fairfax,242393,4989,1654
10/06/2022,Loudoun,88990,1771,417
10/06/2022,Prince William,132794,4112,890
10/05/2022,Alexandria,41839,802,206
10/05/2022,Arlington,61181,1215,341
10/05/2022,Fairfax,242222,4988,1654
10/05/2022,Loudoun,88918,1770,417
10/05/2022,Prince William,132744,4112,890
10/04/2022,Alexandria,41823,802,206
10/04/2022,Arlington,61149,1209,341
10/04/2022,Fairfax,242091,4987,1651
10/04/2022,Loudoun,88869,1770,417
10/04/2022,Prince William,132711,4112,890
10/03/2022,Alexandria,41804,802,206
10/03/2022,Arlington,61118,1209,340
10/03/2022,Fairfax,241919,4983,1648
10/03/2022,Loudoun,88818,1765,417
10/03/2022,Prince William,132664,4112,890
10/02/2022,Alexandria,41790,802,206
10/02/2022,Arlington,61095,1209,340
10/02/2022,Fairfax,241830,4982,1648
10/02/2022,Loudoun,88778,1765,417
10/02/2022,Prince William,132628,4111,890
10/01/2022,Alexandria,41768,802,206
10/01/2022,Arlington,61062,1209,340
10/01/2022,Fairfax,241728,4981,1648
10/01/2022,Loudoun,88740,1765,417
10/01/2022,Prince William,132608,4111,890
09/29/2022,Alexandria,41707,801,205
09/29/2022,Arlington,60981,1209,339
09/29/2022,Fairfax,241354,4975,1646
09/29/2022,Loudoun,88626,1764,417
09/29/2022,Prince William,132455,4110,889
09/28/2022,Alexandria,41687,801,205
09/28/2022,Arlington,60939,1209,339
09/28/2022,Fairfax,241176,4973,1646
09/28/2022,Loudoun,88573,1761,417
09/28/2022,Prince William,132402,4110,889
09/27/2022,Alexandria,41645,801,205
09/27/2022,Arlington,60882,1209,338
09/27/2022,Fairfax,240992,4970,1643
09/27/2022,Loudoun,88532,1761,417
09/27/2022,Prince William,132346,4110,889
09/26/2022,Alexandria,41627,801,204
09/26/2022,Arlington,60835,1209,338
09/26/2022,Fairfax,240829,4968,1642
09/26/2022,Loudoun,88470,1760,417
09/26/2022,Prince William,132267,4109,887
09/25/2022,Alexandria,41610,801,204
09/25/2022,Arlington,60796,1209,338
09/25/2022,Fairfax,240745,4967,1642
09/25/2022,Loudoun,88438,1760,417
09/25/2022,Prince William,132236,4109,887
09/24/2022,Alexandria,41595,801,204
09/24/2022,Arlington,60763,1209,338
09/24/2022,Fairfax,240595,4966,1642
09/24/2022,Loudoun,88383,1760,417
09/24/2022,Prince William,132164,4109,887
09/23/2022,Alexandria,41569,800,204
09/23/2022,Arlington,60736,1208,338
09/23/2022,Fairfax,240365,4965,1642
09/23/2022,Loudoun,88342,1758,417
09/23/2022,Prince William,132104,4106,885
09/22/2022,Alexandria,41547,800,204
09/22/2022,Arlington,60667,1204,338
09/22/2022,Fairfax,240181,4964,1640
09/22/2022,Loudoun,88286,1754,417
09/22/2022,Prince William,132022,4105,884
09/21/2022,Alexandria,41510,800,204
09/21/2022,Arlington,60598,1203,338
09/21/2022,Fairfax,240019,4949,1635
09/21/2022,Loudoun,88212,1750,417
09/21/2022,Prince William,131958,4105,882
09/20/2022,Alexandria,41463,799,204
09/20/2022,Arlington,60544,1201,338
09/20/2022,Fairfax,239813,4948,1635
09/20/2022,Loudoun,88136,1750,416
09/20/2022,Prince William,131911,4105,880
09/19/2022,Alexandria,41438,799,203
09/19/2022,Arlington,60505,1201,338
09/19/2022,Fairfax,239666,4946,1634
09/19/2022,Loudoun,88069,1749,416
09/19/2022,Prince William,131857,4105,879
09/18/2022,Alexandria,41419,799,203
09/18/2022,Arlington,60469,1201,338
09/18/2022,Fairfax,239557,4945,1634
09/18/2022,Loudoun,88020,1749,416
09/18/2022,Prince William,131804,4105,879
09/17/2022,Alexandria,41387,799,203
09/17/2022,Arlington,60398,1201,338
09/17/2022,Fairfax,239394,4944,1634
09/17/2022,Loudoun,87960,1749,416
09/17/2022,Prince William,131748,4104,879
09/16/2022,Alexandria,41344,799,203
09/16/2022,Arlington,60345,1201,338
09/16/2022,Fairfax,239211,4941,1633
09/16/2022,Loudoun,87882,1749,416
09/16/2022,Prince William,131668,4104,879
09/15/2022,Alexandria,41308,798,203
09/15/2022,Arlington,60259,1200,337
09/15/2022,Fairfax,238981,4936,1632
09/15/2022,Loudoun,87802,1745,416
09/15/2022,Prince William,131534,4104,879
09/14/2022,Alexandria,41275,798,202
09/14/2022,Arlington,60220,1199,337
09/14/2022,Fairfax,238833,4936,1631
09/14/2022,Loudoun,87715,1740,416
09/14/2022,Prince William,131445,4104,878
09/13/2022,Alexandria,41237,798,201
09/13/2022,Arlington,60192,1197,337
09/13/2022,Fairfax,238689,4929,1630
09/13/2022,Loudoun,87637,1739,415
09/13/2022,Prince William,131372,4104,878
09/12/2022,Alexandria,41200,798,201
09/12/2022,Arlington,60131,1197,337
09/12/2022,Fairfax,238415,4922,1629
09/12/2022,Loudoun,87522,1737,414
09/12/2022,Prince William,131250,4104,877
09/11/2022,Alexandria,41168,798,201
09/11/2022,Arlington,60100,1197,337
09/11/2022,Fairfax,238299,4921,1629
09/11/2022,Loudoun,87484,1733,414
09/11/2022,Prince William,131194,4104,877
09/10/2022,Alexandria,41134,798,201
09/10/2022,Arlington,60045,1197,337
09/10/2022,Fairfax,238163,4921,1629
09/10/2022,Loudoun,87427,1733,414
09/10/2022,Prince William,131114,4104,877
09/09/2022,Alexandria,41081,798,201
09/09/2022,Arlington,59981,1197,336
09/09/2022,Fairfax,237940,4920,1627
09/09/2022,Loudoun,87345,1732,413
09/09/2022,Prince William,130964,4102,876
09/08/2022,Alexandria,41015,798,201
09/08/2022,Arlington,59862,1197,335
09/08/2022,Fairfax,237538,4919,1626
09/08/2022,Loudoun,87216,1730,412
09/08/2022,Prince William,130723,4102,874
09/07/2022,Alexandria,41012,798,201
09/07/2022,Arlington,59869,1197,335
09/07/2022,Fairfax,237484,4913,1616
09/07/2022,Loudoun,87203,1728,412
09/07/2022,Prince William,130665,4097,874
09/06/2022,Alexandria,40973,798,201
09/06/2022,Arlington,59804,1198,335
09/06/2022,Fairfax,237226,4908,1614
09/06/2022,Loudoun,87147,1724,412
09/06/2022,Prince William,130518,4096,874
09/05/2022,Alexandria,40942,798,201
09/05/2022,Arlington,59768,1198,335
09/05/2022,Fairfax,237083,4908,1611
09/05/2022,Loudoun,87096,1724,412
09/05/2022,Prince William,130395,4096,874
09/04/2022,Alexandria,40911,798,201
09/04/2022,Arlington,59731,1198,335
09/04/2022,Fairfax,236943,4907,1611
09/04/2022,Loudoun,87039,1724,412
09/04/2022,Prince William,130299,4096,874
09/03/2022,Alexandria,40885,798,201
09/03/2022,Arlington,59682,1198,335
09/03/2022,Fairfax,236818,4907,1611
09/03/2022,Loudoun,86988,1723,412
09/03/2022,Prince William,130243,4096,874
09/02/2022,Alexandria,40836,797,201
09/02/2022,Arlington,59625,1197,335
09/02/2022,Fairfax,236562,4906,1609
09/02/2022,Loudoun,86916,1720,411
09/02/2022,Prince William,130067,4096,874
09/01/2022,Alexandria,40789,797,201
09/01/2022,Arlington,59553,1197,335
09/01/2022,Fairfax,236277,4907,1607
09/01/2022,Loudoun,86835,1717,410
09/01/2022,Prince William,129889,4096,874
08/31/2022,Alexandria,40757,797,200
08/31/2022,Arlington,59481,1197,335
08/31/2022,Fairfax,236073,4896,1606
08/31/2022,Loudoun,86740,1716,410
08/31/2022,Prince William,129720,4096,873
08/30/2022,Alexandria,40717,797,199
08/30/2022,Arlington,59432,1197,335
08/30/2022,Fairfax,235833,4888,1604
08/30/2022,Loudoun,86660,1713,410
08/30/2022,Prince William,129567,4093,873
08/29/2022,Alexandria,40664,797,200
08/29/2022,Arlington,59371,1195,334
08/29/2022,Fairfax,235544,4888,1604
08/29/2022,Loudoun,86571,1713,409
08/29/2022,Prince William,129385,4093,872
08/28/2022,Alexandria,40636,797,200
08/28/2022,Arlington,59314,1195,334
08/28/2022,Fairfax,235389,4887,1604
08/28/2022,Loudoun,86522,1713,409
08/28/2022,Prince William,129256,4092,872
08/27/2022,Alexandria,40606,797,200
08/27/2022,Arlington,59255,1195,334
08/27/2022,Fairfax,235226,4887,1604
08/27/2022,Loudoun,86457,1712,409
08/27/2022,Prince William,129149,4092,872
08/26/2022,Alexandria,40575,797,200
08/26/2022,Arlington,59210,1195,334
08/26/2022,Fairfax,235008,4888,1604
08/26/2022,Loudoun,86380,1712,409
08/26/2022,Prince William,129036,4090,872
08/25/2022,Alexandria,40542,797,200
08/25/2022,Arlington,59136,1196,333
08/25/2022,Fairfax,234759,4887,1604
08/25/2022,Loudoun,86286,1710,409
08/25/2022,Prince William,128891,4089,872
08/24/2022,Alexandria,40494,796,199
08/24/2022,Arlington,59067,1195,333
08/24/2022,Fairfax,234517,4888,1603
08/24/2022,Loudoun,86215,1707,409
08/24/2022,Prince William,128710,4088,871
08/23/2022,Alexandria,40456,795,199
08/23/2022,Arlington,58979,1193,333
08/23/2022,Fairfax,234284,4872,1600
08/23/2022,Loudoun,86110,1705,408
08/23/2022,Prince William,128574,4088,869
08/22/2022,Alexandria,40395,795,198
08/22/2022,Arlington,58925,1190,332
08/22/2022,Fairfax,233983,4872,1600
08/22/2022,Loudoun,86009,1702,408
08/22/2022,Prince William,128388,4088,869
08/21/2022,Alexandria,40370,795,198
08/21/2022,Arlington,58879,1190,332
08/21/2022,Fairfax,233823,4871,1600
08/21/2022,Loudoun,85952,1702,408
08/21/2022,Prince William,128336,4087,869
08/20/2022,Alexandria,40323,795,198
08/20/2022,Arlington,58825,1189,332
08/20/2022,Fairfax,233667,4871,1600
08/20/2022,Loudoun,85895,1702,408
08/20/2022,Prince William,128248,4087,869
08/19/2022,Alexandria,40288,795,198
08/19/2022,Arlington,58762,1189,332
08/19/2022,Fairfax,233413,4873,1598
08/19/2022,Loudoun,85809,1701,408
08/19/2022,Prince William,128110,4087,869
08/18/2022,Alexandria,40239,795,198
08/18/2022,Arlington,58664,1190,332
08/18/2022,Fairfax,233133,4873,1597
08/18/2022,Loudoun,85730,1696,407
08/18/2022,Prince William,127967,4085,869
08/17/2022,Alexandria,40177,793,198
08/17/2022,Arlington,58605,1189,331
08/17/2022,Fairfax,232824,4873,1596
08/17/2022,Loudoun,85651,1694,407
08/17/2022,Prince William,127823,4086,868
08/16/2022,Alexandria,40122,793,198
08/16/2022,Arlington,58532,1189,331
08/16/2022,Fairfax,232543,4869,1594
08/16/2022,Loudoun,85572,1694,406
08/16/2022,Prince William,127676,4088,868
08/15/2022,Alexandria,40081,793,198
08/15/2022,Arlington,58468,1188,331
08/15/2022,Fairfax,232235,4857,1592
08/15/2022,Loudoun,85461,1687,405
08/15/2022,Prince William,127501,4088,867
08/14/2022,Alexandria,40051,793,198
08/14/2022,Arlington,58420,1188,331
08/14/2022,Fairfax,232040,4857,1592
08/14/2022,Loudoun,85391,1687,405
08/14/2022,Prince William,127410,4088,867
08/13/2022,Alexandria,40005,793,198
08/13/2022,Arlington,58364,1188,331
08/13/2022,Fairfax,231853,4856,1592
08/13/2022,Loudoun,85324,1689,405
08/13/2022,Prince William,127324,4088,867
08/12/2022,Alexandria,39952,793,198
08/12/2022,Arlington,58284,1188,331
08/12/2022,Fairfax,231601,4847,1586
08/12/2022,Loudoun,85242,1684,405
08/12/2022,Prince William,127192,4089,867
08/11/2022,Alexandria,39884,793,198
08/11/2022,Arlington,58182,1187,329
08/11/2022,Fairfax,231290,4832,1584
08/11/2022,Loudoun,85129,1682,403
08/11/2022,Prince William,127010,4089,867
08/10/2022,Alexandria,39823,793,197
08/10/2022,Arlington,58094,1188,329
08/10/2022,Fairfax,230928,4827,1582
08/10/2022,Loudoun,85026,1679,403
08/10/2022,Prince William,126846,4086,867
08/09/2022,Alexandria,39756,792,196
08/09/2022,Arlington,57985,1188,329
08/09/2022,Fairfax,230525,4824,1579
08/09/2022,Loudoun,84867,1677,402
08/09/2022,Prince William,126647,4085,866
08/08/2022,Alexandria,39692,792,196
08/08/2022,Arlington,57888,1182,329
08/08/2022,Fairfax,230218,4824,1578
08/08/2022,Loudoun,84768,1672,402
08/08/2022,Prince William,126477,4083,866
08/07/2022,Alexandria,39661,792,196
08/07/2022,Arlington,57823,1182,329
08/07/2022,Fairfax,230014,4824,1578
08/07/2022,Loudoun,84664,1672,402
08/07/2022,Prince William,126348,4083,866
08/06/2022,Alexandria,39629,792,196
08/06/2022,Arlington,57737,1182,329
08/06/2022,Fairfax,229774,4822,1578
08/06/2022,Loudoun,84590,1672,402
08/06/2022,Prince William,126211,4082,866
08/05/2022,Alexandria,39581,792,196
08/05/2022,Arlington,57666,1178,328
08/05/2022,Fairfax,229493,4809,1576
08/05/2022,Loudoun,84509,1670,402
08/05/2022,Prince William,126065,4082,864
08/04/2022,Alexandria,39513,792,196
08/04/2022,Arlington,57572,1178,328
08/04/2022,Fairfax,229076,4802,1572
08/04/2022,Loudoun,84373,1667,398
08/04/2022,Prince William,125858,4079,864
08/03/2022,Alexandria,39448,791,196
08/03/2022,Arlington,57468,1179,327
08/03/2022,Fairfax,228714,4797,1569
08/03/2022,Loudoun,84264,1665,398
08/03/2022,Prince William,125673,4080,862
08/02/2022,Alexandria,39379,790,195
08/02/2022,Arlington,57351,1177,327
08/02/2022,Fairfax,228334,4795,1569
08/02/2022,Loudoun,84188,1659,398
08/02/2022,Prince William,125481,4080,861
08/01/2022,Alexandria,39313,788,195
08/01/2022,Arlington,57268,1176,327
08/01/2022,Fairfax,227999,4792,1565
08/01/2022,Loudoun,84080,1656,398
08/01/2022,Prince William,125307,4079,860
07/31/2022,Alexandria,39258,788,195
07/31/2022,Arlington,57191,1176,327
07/31/2022,Fairfax,227768,4791,1565
07/31/2022,Loudoun,83989,1656,398
07/31/2022,Prince William,125166,4079,860
07/30/2022,Alexandria,39203,788,195
07/30/2022,Arlington,57117,1176,327
07/30/2022,Fairfax,227514,4788,1565
07/30/2022,Loudoun,83899,1656,398
07/30/2022,Prince William,125050,4078,860
07/29/2022,Alexandria,39127,788,195
07/29/2022,Arlington,56998,1175,327
07/29/2022,Fairfax,227119,4786,1564
07/29/2022,Loudoun,83767,1653,397
07/29/2022,Prince William,124860,4078,859
07/28/2022,Alexandria,39040,787,195
07/28/2022,Arlington,56870,1175,327
07/28/2022,Fairfax,226600,4784,1562
07/28/2022,Loudoun,83609,1654,397
07/28/2022,Prince William,124592,4078,859
07/27/2022,Alexandria,38962,787,195
07/27/2022,Arlington,56718,1174,327
07/27/2022,Fairfax,226278,4772,1561
07/27/2022,Loudoun,83474,1653,397
07/27/2022,Prince William,124408,4077,859
07/26/2022,Alexandria,38855,787,195
07/26/2022,Arlington,56606,1173,327
07/26/2022,Fairfax,225804,4758,1560
07/26/2022,Loudoun,83376,1653,397
07/26/2022,Prince William,124198,4075,857
07/25/2022,Alexandria,38779,787,195
07/25/2022,Arlington,56528,1172,327
07/25/2022,Fairfax,225518,4757,1560
07/25/2022,Loudoun,83253,1648,397
07/25/2022,Prince William,124033,4073,857
07/24/2022,Alexandria,38704,787,195
07/24/2022,Arlington,56455,1172,327
07/24/2022,Fairfax,225253,4756,1560
07/24/2022,Loudoun,83160,1648,397
07/24/2022,Prince William,123909,4073,857
07/23/2022,Alexandria,38649,787,195
07/23/2022,Arlington,56355,1171,327
07/23/2022,Fairfax,224979,4756,1560
07/23/2022,Loudoun,83057,1647,397
07/23/2022,Prince William,123759,4073,857
07/22/2022,Alexandria,38555,787,195
07/22/2022,Arlington,56229,1170,326
07/22/2022,Fairfax,224580,4754,1559
07/22/2022,Loudoun,82931,1646,397
07/22/2022,Prince William,123544,4072,857
07/21/2022,Alexandria,38469,786,195
07/21/2022,Arlington,56104,1168,326
07/21/2022,Fairfax,224124,4753,1558
07/21/2022,Loudoun,82801,1645,396
07/21/2022,Prince William,123315,4073,856
07/20/2022,Alexandria,38377,786,195
07/20/2022,Arlington,55971,1166,326
07/20/2022,Fairfax,223603,4745,1557
07/20/2022,Loudoun,82654,1644,394
07/20/2022,Prince William,123056,4072,856
07/19/2022,Alexandria,38265,785,195
07/19/2022,Arlington,55842,1165,326
07/19/2022,Fairfax,223153,4731,1555
07/19/2022,Loudoun,82567,1641,394
07/19/2022,Prince William,122906,4071,856
07/18/2022,Alexandria,38174,785,196
07/18/2022,Arlington,55727,1164,326
07/18/2022,Fairfax,222694,4730,1553
07/18/2022,Loudoun,82448,1638,394
07/18/2022,Prince William,122720,4073,856
07/17/2022,Alexandria,38150,785,196
07/17/2022,Arlington,55693,1164,326
07/17/2022,Fairfax,222458,4730,1553
07/17/2022,Loudoun,82358,1638,394
07/17/2022,Prince William,122595,4073,856
07/16/2022,Alexandria,38052,785,196
07/16/2022,Arlington,55521,1164,326
07/16/2022,Fairfax,222122,4725,1553
07/16/2022,Loudoun,82253,1636,394
07/16/2022,Prince William,122433,4072,856
07/15/2022,Alexandria,37955,784,196
07/15/2022,Arlington,55389,1162,326
07/15/2022,Fairfax,221718,4725,1551
07/15/2022,Loudoun,82140,1634,394
07/15/2022,Prince William,122270,4072,856
07/14/2022,Alexandria,37875,784,195
07/14/2022,Arlington,55234,1162,326
07/14/2022,Fairfax,221169,4724,1550
07/14/2022,Loudoun,81982,1627,393
07/14/2022,Prince William,122038,4067,855
07/13/2022,Alexandria,37776,784,195
07/13/2022,Arlington,55110,1161,326
07/13/2022,Fairfax,220711,4721,1549
07/13/2022,Loudoun,81818,1619,392
07/13/2022,Prince William,121873,4066,853
07/12/2022,Alexandria,37711,784,195
07/12/2022,Arlington,54970,1160,326
07/12/2022,Fairfax,220231,4709,1548
07/12/2022,Loudoun,81659,1616,391
07/12/2022,Prince William,121666,4063,852
07/11/2022,Alexandria,37634,784,195
